sermon_id,title,subtitle,speaker,speaker_id,date,publish_date,bible_text,event_type,series,series_id,duration_seconds,download_count,more_info,language,keywords,has_audio,has_video,broadcaster_id,broadcaster_name,broadcaster_location,broadcaster_denomination,broadcaster_minister
328231338466102,157: The Great (But Not Good) Harlot,Book of Revelation,Troy Skinner,54313,2023-03-25,2023-03-28,1 John 4:1; Revelation 17:1-4,Sunday Service,Book of Revelation,160692,2073,35,"This message titled ""The Great (But Not Good) Harlot"" is a sermon providing an exegesis of Revelation 17:1-4.

www.HouseholdofFaithinChrist.com",en,HouseholdoffaithinChrist Harlot Prostitute Whore Beasts Sacralism Scarlet Babylon Discernment Seduction Counterfeit Popes Frederick BrideofLamb,True,True,troyskinner,Household of Faith in Christ,"Frederick, Maryland",Independent Reformed,Troy Skinner
3252332423821,1 Kings 1 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-25,2023-03-25,1 Kings 1,Devotional,Walking with Jesus in the Word,156745,1345,42,"1 Kings 1 Devotional - Day #449 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
324231125501219,Understanding Our Conscience: Cultivating a Healthy Conscience Romans 12:1-2,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-24,2023-03-24,Romans 12:1-2,Podcast,Anchored in the Word Season 2,172290,980,71,Anchored in the Word Morning Reflection: Season 2 Episode 60: Understanding Our Conscience: Cultivating a Healthy Conscience: Romans 12:1-2,en,Conscience RenewedMind,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
8191604283,'Are you protected' Devotional,,"Dr. Tim Tooten, Sr",19208,2023-03-24,2016-08-19,Psalm 91:7,Podcast,,,105,262,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
321232124142086,Acts 5 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-24,2023-03-24,Acts 5,Devotional,Walking with Jesus in the Word,156745,1165,39,"Acts 5 Devotional - Day #448 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
32423145896347,31 A Glimpse at the Last Days,Daniel: The Coming Kingdom,Matt Fortunato,45672,2023-03-24,2023-03-24,Daniel 12,Midweek Service,Daniel: The Coming Kingdom,159006,2239,21,Some of the key features of the last days that we are in.,en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
32323111471243,Understanding Our Conscience: How Reliable is the Conscience? Romans 2:14-16,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-23,2023-03-23,Romans 2:14-16,Podcast,Anchored in the Word Season 2,172290,1014,69,Anchored in the Word Morning Reflection: Season 2 Episode 59: Understanding Our Conscience: How Reliable is the Conscience? Romans 2:14-16,en,Conscience Guide Witness,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
329232347515747,The Consistent Life,The Epistles of John,Pastor Caleb E. Bottrell,19107,2023-03-23,2023-03-30,1 John 2:3-6,Sunday Service,The Epistles of John,174857,2341,24,,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
321232122502888,2 Samuel 24 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-23,2023-03-23,2 Samuel 24,Devotional,Walking with Jesus in the Word,156745,856,27,"2 Samuel 24 Devotional - Day #447 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
1261703346,"""I got your back"" Devotional",,"Dr. Tim Tooten, Sr",19208,2023-03-23,2017-01-26,2 Thessalonians 3:3,Podcast,,,71,252,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
32223114236633,Understanding Our Conscience: Conversion and the Conscience: Romans 8:1-9,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-22,2023-03-22,Romans 8:1-9,Podcast,Anchored in the Word Season 2,172290,806,55,Anchored in the Word Morning Reflection: Season 2 Episode 58: Understanding Our Conscience: Conversion and the Conscience: Romans 8:1-9,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
32323021178075,Following Christ is Costly,,Evangelist Brent Gellos,9082,2023-03-22,2023-03-23,Mark 8:31-38,Special Meeting,,,4228,77,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
321232121562263,2 Samuel 23 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-22,2023-03-22,2 Samuel 23,Devotional,Walking with Jesus in the Word,156745,1053,32,"2 Samuel 23 Devotional - Day #446 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
51117028283,"""It's Personal"" (Devotional)",Pastortooten,"Dr. Tim Tooten, Sr",19208,2023-03-22,2017-05-11,Psalm 27:1,Devotional,Pastortooten,169643,120,263,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
32123114323073,Understanding Our Conscience: Our Moral Sense: Romans 2:11-16,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-21,2023-03-21,Romans 2:11-16,Podcast,Anchored in the Word Season 2,172290,936,34,Anchored in the Word Morning Reflection: Season 2 Episode 57: Understanding Our Conscience: Our Moral Sense: Romans 2:11-16,en,Conscience,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
32223110124487,"Ask, Seek, Knock",,Evangelist Brent Gellos,9082,2023-03-21,2023-03-22,Luke 11:1-13,Special Meeting,,,4199,75,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
32123359477381,Acts 4 Devotional,Walking with Jesus in the Word,Michael Taliercio,57535,2023-03-21,2023-03-21,Acts 4,Devotional,Walking with Jesus in the Word,156745,934,34,"Acts 4 Devotional - Day #445 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
32123027128122,What Lot Lost,,Evangelist Brent Gellos,9082,2023-03-20,2023-03-21,Genesis 13:5-11,Midweek Service,,,3592,75,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
320231142494711,Understanding Our Conscience: Introduction: Romans 2:11-16,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-20,2023-03-20,Romans 2:11-16,Podcast,Anchored in the Word Season 2,172290,726,51,Anchored in the Word Morning Reflection: Season 2 Episode 56: Understanding Our Conscience: Introduction: Romans 2:11-16,en,Conscience,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
31723222839264,2 Samuel 22 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-20,2023-03-20,2 Samuel 22,Devotional,Walking with Jesus in the Word,156745,899,45,"2 Samuel 22 Devotional - Day #444 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
320231928151650,The Power of a Praying Church,Guarding the Truth,"Jerry R. Harmon, Ph.D",10619,2023-03-19,2023-03-20,1 Timothy 2:1-8,Sunday - PM,Guarding the Truth,174987,2443,38,,en,,True,True,jharmon,Grace Bible Baptist Church,"Baltimore, Maryland",Independent Baptist,"Jerry R. Harmon, Ph.D"
520251616348063,Pursuing the Redeemer,Ruth,Chris Calvi,52767,2023-03-19,2025-05-20,Ruth 3,Sunday - PM,Ruth,183279,1612,7,,en,,True,True,rpcbowie,Reformed Presbyterian Church of Bowie,"Bowie, Maryland",PCA,Rev. Dr. S. A. Fix
320231645271941,Peace in the Midst of Trouble,John 14-16,Adam Eshleman,17611,2023-03-19,2023-03-23,John 16:28-33,Sunday - PM,John 14-16,165654,2701,55,,en,peace faith trust tribulation trial,True,True,emc,Reformation Bible Church,"Darlington, Maryland",ACCC,Adam Eshleman
32023016402662,Introduction to 2 Peter,2 Peter,Dr. Dennis Leatherman,10920,2023-03-19,2023-03-20,2 Peter 1:1,Sunday - PM,2 Peter,175701,1904,61,,en,,True,False,mlibc,Mountain Lake Independent Baptist Church,"Oakland, Maryland",Independent Baptist,Dr. Dennis Leatherman
319232324466760,How Big is Your God?,,Evangelist Brent Gellos,9082,2023-03-19,2023-03-19,Hebrews 12:15-17,Sunday - PM,,,4154,73,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
92023175930539,God’s Two Powerful Witnesses,Revelation Series,Brock Mawdesley,7893,2023-03-19,2023-09-20,Revelation 11,Sunday - PM,Revelation Series,177261,2459,56,,en,,True,False,ucrbcmd,Upper Cross Roads Baptist Church,Northeast Maryland,Baptist,Brock Mawdesley
324231446376958,Conversion as the Work of God,The Canons of Dort,Pastor Damon Young,51515,2023-03-19,2023-03-24,1 Corinthians 1:26-31; 1 Peter 2:4-10,Sunday - PM,The Canons of Dort,156941,1864,51,,en,,True,False,gppopc,Grace and Peace Presbyterian Church,"California, Maryland",OPC,Pastor Damon Young
329232344352585,The Requirements of the Righteous,,Pastor Caleb E. Bottrell,19107,2023-03-19,2023-03-30,Luke 12:20,Sunday - PM,,,2519,31,Missions Conference 2023,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
319231617417009,"When You Pray, Part 1",,Brad Chwastyk,3864,2023-03-19,2023-03-19,Matthew 6:5-8,Sunday - AM,,,1732,14,Recorded live during SREPC's 11am worship service on 3/19/23.,en,,True,True,srepc,Severn Run EP Church (PCA),"Millersville, Maryland",PCA,Jesse Crutchley
32023184586499,What to Look for in a Minister,,"Jerry R. Harmon, Ph.D",10619,2023-03-19,2023-03-20,2 Corinthians 10:7-18,Sunday - AM,,,2083,37,,en,What to Look for in a minister 2Corinthians10:7-18 Grace Bible Baptist Church Dr. Jerry Harmon 03/19/2023,True,True,jharmon,Grace Bible Baptist Church,"Baltimore, Maryland",Independent Baptist,"Jerry R. Harmon, Ph.D"
920231558195851,The Best Use of the Time,Colossians Series,Brock Mawdesley,7893,2023-03-19,2023-09-20,Colossians 4:2-6,Sunday - AM,Colossians Series,177106,2388,51,,en,,True,False,ucrbcmd,Upper Cross Roads Baptist Church,Northeast Maryland,Baptist,Brock Mawdesley
31923195726659,Text: Matthew 15:1-20 Title: True Purity,Matthew,Jim Ghanayem,20845,2023-03-19,2023-03-19,Matthew 15:1-20,Sunday - AM,Matthew,203920,4023,20,"Text: Matthew 15:1-20 
Title: True Purity",en,,True,True,bbcofmd,Bethel Baptist Church,"Ferndale, Maryland",Baptist,Jim Ghanayem
319231610466420,Relationship Not Ritual,,Evangelist Brent Gellos,9082,2023-03-19,2023-03-19,Zechariah 7,Sunday - AM,,,4615,51,,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
3192316985219,Peter's Weakness Comes Home to Roost,Ministry of Jesus in Luke,Sung Cho,29103,2023-03-19,2023-03-19,Luke 22:54-65,Sunday - AM,Ministry of Jesus in Luke,84817,2022,52,,en,,True,False,faithbiblemd,Faith Bible Church,"Elkridge, Maryland",Bible,Sung Cho
320231644135671,No Condemnation,,Dr. John McKnight,12235,2023-03-19,2023-03-23,John 8:1-11,Sunday - AM,,,2963,90,,en,condemnation adultery scribes Pharisees forgiveness preservation,True,True,emc,Reformation Bible Church,"Darlington, Maryland",ACCC,Adam Eshleman
317231519577932,Continue in Gospel Living,II Timothy,Richard Holmes,49997,2023-03-19,2023-03-19,2 Timothy 3:10-17,Sunday - AM,II Timothy,174591,2440,76,We return to this text and look at the role that life examples have for spiritual growth and maturity. This sermon has large implications both for parenting and for the entire congregation.,en,,True,True,christreformedpca,Christ Reformed Presbyterian Church-PCA,"Laurel, Maryland",PCA,Berdj Tchilinguirian
32023161414200,A Faith that Obeys,Hebrews,Tim Leaman,10789,2023-03-19,2023-03-20,Hebrews 11:5-10,Sunday - AM,Hebrews,152701,3138,48,,en,,True,False,pastorleaman,Calvary Baptist Church,"Westminster, Maryland",Independent Baptist,Tim Leaman
31923167266279,3 Wonderful Truths About Our God,,Dr. Dennis Leatherman,10920,2023-03-19,2023-03-19,Psalm 116:1-9,Sunday - AM,,,3291,37,,en,,True,False,mlibc,Mountain Lake Independent Baptist Church,"Oakland, Maryland",Independent Baptist,Dr. Dennis Leatherman
320231840487304,00 Confidence in Christ,1 John: Confidence in Christ,Matt Fortunato,45672,2023-03-19,2023-03-23,1 John 4:13-16,Sunday - AM,1 John: Confidence in Christ,175746,2273,29,,en,,True,True,northharford,North Harford Baptist Church,"Jarrettsville, Maryland",Baptist,Matt Fortunato
324232347346637,Whited Sepulchre Saints,,Nate Shaver,32734,2023-03-19,2023-03-25,Matthew 23,Sunday School,,,911,31,Missions Conference 2023,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
31323191712789,Where Does Judgement Come From and Why Is It Dangerous,Behold Your God,Matt Bohling,41174,2023-03-19,2023-03-13,Luke 15:11-32; Luke 15:1-2,Sunday Service,Behold Your God,161543,2332,27,,en,,True,False,columbiapres,Columbia Presbyterian Church,"Columbia, Maryland",PCA,Pastor Robert Bjerkaas
32223143195786,Visible Faith and Failure,The Gospel of Mark,Pastor Quint Merson,51419,2023-03-19,2023-03-23,Mark 2:1-12,Sunday Service,The Gospel of Mark,173146,4888,26,The Eighth sermon in a series on the gospel of Mark,en,Mark Gospel Jesus,True,True,crosslifebible,CrossLife Bible Church,"Westminster, Maryland",Bible,Pastor Quint Merson
32023112218917,The Truth Or The Lie,,David Durant,59180,2023-03-19,2023-03-20,1 John 1:5-10,Sunday Service,,,1868,32,,en,,True,False,libertychurchpca,"Liberty Church, PCA","Owings Mills, Maryland",PCA,Aaron Lira
32723149346299,The Identity of the Son of God,,Kirby Myers,26785,2023-03-19,2023-03-27,John 1:29-34,Sunday Service,,,2393,30,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
319231828256540,The Beatitudes Part 4: Thirsting for Righteousness,Matthew,Rev. Christopher Cashen,17193,2023-03-19,2023-03-19,Matthew 5:6,Sunday Service,Matthew,172630,2307,31,,en,,True,True,christredeems,Trinity Reformed Presbyterian Church,"Lanham, Maryland",OPC,Chris Cashen
319232325332991,Taken By Providence,Daniel,Rev. Christopher Cashen,17193,2023-03-19,2023-03-19,Daniel 1:1-7,Sunday Service,Daniel,175697,2581,29,,en,,True,True,christredeems,Trinity Reformed Presbyterian Church,"Lanham, Maryland",OPC,Chris Cashen
315231611183437,"Sunday School - March 19, 2023",,Tim Everett,20545,2023-03-19,2023-03-19,Psalm 135:7-21,Sunday School,,,2546,55,,en,pilgrim pilgrimpbc presbyterian timeverett mission missionbiblechurch bible sundayschool love Christian BPC believe salvation Gospel God Acts Faith,True,False,pilgrimpresb,Pilgrim Presbyterian Bible Church,"Kingsville, Maryland",Bible Presbyterian,Elder Tim Everett
319231749282184,Romans Part 3 - Lesson 28,Book of Romans Part 3,Christopher Greene,58586,2023-03-19,2023-03-19,,Sunday School,Book of Romans Part 3,175181,2883,43,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
323231826373602,"Robert Morrison, Part 1",Pioneer Missions in China,Adam Eshleman,17611,2023-03-19,2023-03-23,,Sunday School,Pioneer Missions in China,175817,1694,40,,en,RobertMorrison China Missions,True,True,emc,Reformation Bible Church,"Darlington, Maryland",ACCC,Adam Eshleman
32123182714582,Render to Caesar and to Christ,Mark,Pastor Damon Young,51515,2023-03-19,2023-03-21,Deuteronomy 10:12-22; Mark 12:13-17,Sunday Service,Mark,153493,3118,45,,en,,True,False,gppopc,Grace and Peace Presbyterian Church,"California, Maryland",OPC,Pastor Damon Young
322231438123287,Prosperity Gospel,Genesis,Scott  Shaw,36247,2023-03-19,2023-03-22,Genesis 30:25-31:55,Sunday Service,Genesis,152386,3556,95,,en,Jacob ProsperityGospel Blessing Wealth Grace Gospel,True,False,shoreharvest,Shore Harvest Presbyterian Church,"Easton, Maryland",PCA,Scott Shaw
31923234578127,Our Identity in Christ,Galatians,David Griffin,22543,2023-03-19,2023-03-20,Galatians 2,Sunday Service,Galatians,173225,3632,11,We are either in Adam or in Christ. Who are you?,en,Inchrist Christ Law Gospel Jesus IdentityinChrist Identity,True,True,116churchmaryland,One:16 Bible Church - Maryland,"Elkton, Maryland",Reformed Baptist,David
319231750312345,Marred in the Hand of the Potter,,Pastor Joe McKnight,12234,2023-03-19,2023-03-19,Jeremiah 18:1-6,Sunday Service,,,2485,17,"God is still in the business of molding clay, though that clay be imperfect and marred, as we see from Jeremiah 18:1-6.",en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
32323172454288,Jesus: The Only Way?,,Dan Broadwater,171,2023-03-19,2023-03-23,John 14,Sunday Service,,,2156,405,"Jesus: The Only Way? (Based on John 14:6)
Intro: Why it can be a tough pill to swallow:
Because, We live in a pluralistic society where tolerance reigns and free enterprise competes with new and better ideas rising to the top.

Why It Makes Sense: 
Because:
1) It's recorded in the Scriptures
2) Jesus himself declared it to be so, John 14:6
3) The Apostles make the same bold claim: Peter in Acts 4:12; 
 Paul in 1 Tim. 2:5; John in 1 John 5:11-12
 Note: These statements were not made to drive people away, 
 but intended to provide a clear invitation to all who dare to come.
 John 6:37; John 3:16 and that no one might miss out.
4) Jesus is God - and Possesses all power over us: as Creator, Sustainer, Forgiver, Judge and Savior. Mat.1:23; Col.1:16-17, Luke 5
5a)All roads lead to the judgment seat of Christ, 2Cor.5:10; Jn. 5:22-23
5b) Story of the Famous Babe Ruth who disagreed with the umpire
6a)""Without holiness no one can see the Lord"" Heb.12:15, and only Christ has the perfect record to clothe us with moral beauty.
6b)Moral beauty is required to join heaven's celebration and Christ can declare us to be morally beautiful / brand new 2Cor. 5:17
(see also Mat.22:11-13)
7) Lastly, We would all be lost apart from God's love.
And God has no greater way of showing us his love than
giving up his own life, to show us how much he loves us.
APPLICATION: 1) Meditate often on the scars in Christ's hands
so you can daily remember how much God cares for you
2) Just as a river overflows its banks, let God's love overflow to those around you, so they will desire to follow (and keep following) the only one who can lead us to that great celebration that awaits us in heaven.",en,,True,True,grpca,Grace Reformed Presbyterian Church,"Relay, Maryland",PCA,"Doug Serven, Pastor"
31923175104661,"Good Trees and Bad Trees, Matthew 7:16-20",The Gospel of Matthew,Charles Fiore,58346,2023-03-19,2023-03-19,Matthew 7:16-20,Sunday Service,The Gospel of Matthew,172246,3037,35,,en,,True,False,charlesfiore,Nelsons Memorial Church,"Hebron, Maryland",,Charles Fiore
320231839254437,Genesis Part 3 Lesson 3,Genesis Part 3,Rob Thomson,57088,2023-03-19,2023-03-20,,Sunday School,Genesis Part 3,173742,4008,33,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
320231841106076,Galatians Lesson 3,The Book of Galatians,Alan Plumley,30892,2023-03-19,2023-03-20,,Sunday School,The Book of Galatians,173743,3977,43,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
324232351375461,Examples of Giving,,Gary Zdziarski,17271,2023-03-19,2023-03-25,Acts 20:34-38,Sunday Service,,,2466,33,Missions Conference 2023,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
319232310311960,Entangling Questions to Entrap Jesus,Matthew,Bob Schmidtberger,54093,2023-03-19,2023-03-20,Matthew 22:1-40,Sunday Service,Matthew,96250,2968,34,,en,,True,True,trinityrpc,Trinity Reformed Presbyterian Church,"Burtonsville, Maryland",RPCNA,Kevin Dennis
32023043412955,Daniel-Teach Me to Pray - Part 3,Book of Daniel,George Lawson,20002,2023-03-19,2023-03-20,Daniel 9:1-19,Sunday Service,Book of Daniel,160910,3280,153,,en,,True,False,baltbiblechurch,Baltimore Bible Church,"Baltimore, Maryland",,George Lawson
321231415185511,"Come, but Without Money",Isaiah -- God is Our Salvation,Francis VanDelden,9835,2023-03-19,2023-03-21,Isaiah 55,Sunday Service,Isaiah -- God is Our Salvation,163858,2706,17,,en,,True,False,newhopeopc,New Hope Orthodox Presbyterian Church,"Frederick, Maryland",OPC,Francis VanDelden
319231749295648,"Chapter 29e - Olivet Discourse, After AD 70",Summary of Christian Doctrine,Vince Kluth,26106,2023-03-19,2023-03-19,,Sunday School,Summary of Christian Doctrine,145922,2704,31,The latter portion of the Olivet discourse appears to be referring to things occurring after AD 70.,en,,True,True,missionbible,Mission Bible Church,"Derwood, Maryland",Bible,Pastor Joe McKnight
611231210524395,"Beware Cursillo, Chrysalis, & Walk To Emmaus",The Faith Debate,Troy Skinner,54313,2023-03-19,2023-06-11,,Radio Broadcast,The Faith Debate,163388,1470,96,"Beware Cursillo, Chrysalis, & Walk To Emmaus
Faith Debate: March 19th, 2023
News Radio 930 WFMD in Frederick, Maryland

Not everything is as it first appears. Just because a religious retreat advertises itself as ""Christian"" does not automatically mean the event (or the organization behind it) are faithful to the Bible. Wisdom and discernment are necessary to avoid being pulled into practices belonging to a cult, rather than belonging to the church.

This discussion is part of multiple shows recorded on the same evening. The full studio session is available as one long video on the Rumble channel for Household of Faith in Christ. https://rumble.com/v28rxb8-video-cc-biblical-hermeneutics-and-cursillo.html

The panel:
Troy Skinner. Pastor, Household of Faith in Christ
Daniel Razvi. Pastor, Church That Meets at Imran's
Imran Razvi. Founder, Conquered by Love Ministries
David Forsee. Pastor, multi-location house church

www.HouseholdOfFaithInChrist.com",en,HouseholdoffaithinChrist FaithDebate 930WFMD FrederickMaryland Cursillo Chrysalis WalkToEmmaus Cults Discernment Wisdom Retreats CRU Masons,True,False,troyskinner,Household of Faith in Christ,"Frederick, Maryland",Independent Reformed,Troy Skinner
317232227244156,2 Samuel 21 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-19,2023-03-19,2 Samuel 21,Devotional,Walking with Jesus in the Word,156745,1061,33,"2 Samuel 21 Devotional - Day #443 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
927231843356733,144 Thousand,Revelation,Rev. Eric W. Jorgensen,5572,2023-03-19,2023-09-27,,Sunday Service,Revelation,171245,1465,22,,en,,True,False,ststephens,St. Stephen's Church,"Eldersburg, Maryland",,Rev. Eric W. Jorgensen
31523167516656,"""God Gave Them Over"" (3)",Romans,Don Britton,39480,2023-03-19,2023-03-19,Romans 1:30,Sunday Service,Romans,139701,3048,63,,en,bible mission missionbible pilgrimpbc presbyterian donbritton britton God Christian salvation Glory Romans Jesus Christ Faith Gospel Church Love Truth,True,False,pilgrimpresb,Pilgrim Presbyterian Bible Church,"Kingsville, Maryland",Bible Presbyterian,Elder Tim Everett
7122344121241,The Gift of Helps,Women In The Word,Margo Guillory,50299,2023-03-18,2023-07-12,,Sunday School,Women In The Word,143736,1702,18,,en,,True,False,hopebible,Hope Bible Church,"Columbia, Maryland",,
317232226143707,Psalms 65-67 Devotional,Walking with Jesus in the Word,Rev. Jason Van Bemmel,5170,2023-03-18,2023-03-18,Psalm 65-67,Devotional,Walking with Jesus in the Word,156745,1141,31,"Psalms 65-67 Devotional - Day #442 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
11616116292,"""Masters of Disguise"" Devotional",,"Dr. Tim Tooten, Sr",19208,2023-03-18,2016-11-06,Ephesians 6:12,Podcast,,,101,257,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
317231121311763,The Importance of a Healthy Conscience Psalm 38:1-8,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-17,2023-03-17,Psalm 38:1-8,Podcast,Anchored in the Word Season 2,172290,903,51,Anchored in the Word Morning Reflection: Season 2 Episode 55 (Bonus): The Importance of a Healthy Conscience Psalm 38:1-8,en,Conscience Mentalhealth,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
324232344216899,I Am Debtor,,Richard Jacobs,24912,2023-03-17,2023-03-25,Romans 1:14,Midweek Service,,,2396,25,Missions Conference 2023,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
316232244276381,2 Samuel 20 Devotional,Walking with Jesus in the Word,Michael Taliercio,57535,2023-03-17,2023-03-17,2 Samuel 20,Devotional,Walking with Jesus in the Word,156745,1278,37,"2 Samuel 20 Devotional - Day #441 of our three-year journey through the Bible. 

More about our church: http://www.foresthillpca.org 

Acoustic Guitar by Josh Snodgrass: https://www.youtube.com/c/JoshSnodgrassGuitar",en,,True,True,foresthillpca,Forest Hill Presbyterian Church,"Forest Hill, Maryland",PCA,Jason A Van Bemmel
331754010,"""Halfway There"" (Devotional)",,"Dr. Tim Tooten, Sr",19208,2023-03-17,2017-03-03,Philippians 3:14,Podcast,,,93,254,,en,,True,False,pastortooten,Harvest Christian Ministries/Dr. Tooten,"Baltimore County, Maryland",Non Denominational,"Dr. Tim Tooten, Sr."
324232341541169,Ye Shall Be Witnesses,,Nate Shaver,32734,2023-03-16,2023-03-25,Acts 1,Midweek Service,,,2714,17,Missions Conference 2023,en,,True,False,huntvalleybaptist,Hunt Valley Baptist Church,"Hunt Valley, MD",Baptist,Pastor Caleb E. Bottrell
31623111124837,Take Heed How You Hear Truth: An Eternal People: Luke 8:16-21,Anchored in the Word Season 2,Joel Porcher,16596,2023-03-16,2023-03-16,Luke 8:16-21,Podcast,Anchored in the Word Season 2,172290,960,45,Anchored in the Word Morning Reflection: Season 2 Episode 54: Take Heed How You Hear Truth: An Eternal People: Luke 8:16-21,en,,True,True,anchorsermons,Anchor Baptist Church,"Millersville, Maryland",Independent Baptist,Pastor Joel Porcher
